"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
0.030047619047619,0.0397363636363636,0.0563740740740741,0.0363235294117647,0.04847,0.0320192307692308,0.0187363636363636,0.051212,0.0650653846153846,0.0390896551724138,0.0498294117647059,0.067725,0.0435111111111111,0.0403166666666667,0.0523227272727273,0.0605038461538462,0.048145,0.0533958333333333,0.0438432432432432,0.0386192307692308,0.0479633333333333,0.0453222222222222,0.0471666666666667,0.0597703703703704,0.0594416666666667,0.051164,0.0486181818181818,0.0570807692307692,0.0603478260869565,0.0522966666666667,0.062785,0.06035,0.0444962962962963
0.0292978723404255,0.0436836734693878,0.0557428571428571,0.0366139534883721,0.0355595238095238,0.0387134328358209,0.0201448979591837,0.0503096153846154,0.0644410714285714,0.039,0.0527029850746269,0.05873,0.0461532258064516,0.0425578947368421,0.0514019230769231,0.061064,0.0493023255813953,0.0532272727272727,0.0446451219512195,0.0390770491803279,0.048755737704918,0.0481897058823529,0.0483531914893617,0.0617819672131148,0.059884126984127,0.0518620689655172,0.0478767441860465,0.0587362068965517,0.0634741379310345,0.0524641791044776,0.0606414634146341,0.0716833333333333,0.0476016129032258
0.030404347826087,0.0467775510204082,0.0588629032258065,0.0385934782608696,0.038630612244898,0.038803125,0.0199884615384615,0.0496210526315789,0.052,0.0416640625,0.055280701754386,0.0637188679245283,0.049947619047619,0.06489,0.05085,0.060456862745098,0.0506272727272727,0.0512413793103448,0.0470488095238095,0.039828813559322,0.0490690909090909,0.0471790322580645,0.0493893617021277,0.0609633333333333,0.0602934210526316,0.0515542372881356,0.05788,0.05665,0.0617196428571429,0.0510102941176471,0.0558090909090909,0.0837692307692308,0.0532714285714286
0.0307583333333333,0.0505288461538462,0.0605705882352941,0.0397808510638298,0.040765306122449,0.0435107692307692,0.0204267857142857,0.0514326923076923,0.0387758620689655,0.04315,0.0575725490196078,0.0651732142857143,0.05225,0.0695916666666667,0.0518387755102041,0.0614510204081633,0.0456622222222222,0.0517180327868852,0.0461463414634146,0.0393786885245902,0.0493231884057971,0.0470677419354839,0.0515645833333333,0.05851,0.0597144736842105,0.0518338461538462,0.0633627906976744,0.055165671641791,0.0542261538461538,0.0498621212121212,0.0516106382978723,0.0880716981132075,0.0529108695652174
0.030956862745098,0.0560346153846154,0.0708095890410959,0.0410916666666667,0.0448673469387755,0.052641935483871,0.0321984126984127,0.0524086206896552,0.0365368421052632,0.0397076923076923,0.0623755102040816,0.0593,0.0522734375,0.0710087719298246,0.0513543859649123,0.0647075471698113,0.04486,0.0524424242424242,0.0478772727272727,0.0395603448275862,0.0508934210526316,0.0476967213114754,0.0528711538461538,0.0542671641791045,0.0590230769230769,0.0553223880597015,0.0684227272727273,0.0575387096774194,0.05465625,0.0698611940298507,0.0542530612244898,0.0908411764705882,0.0598741935483871
0.0379430379746835,0.0636024390243903,0.0650132075471698,0.0476426666666667,0.05925,0.0545563106796116,0.0360204545454545,0.0525318181818182,0.0484183673469388,0.0414617021276596,0.0683636363636364,0.0625224719101124,0.0537483870967742,0.0476247058823529,0.0507577777777778,0.0623,0.048332,0.0510621052631579,0.047387323943662,0.0402068965517241,0.051740625,0.04772,0.05511125,0.0554442477876106,0.0586217391304348,0.0568175824175824,0.05834,0.0572408163265306,0.0656141509433962,0.0711,0.0726356164383562,0.0906220779220779,0.0619148148148148
0.0383865853658537,0.0940340909090909,0.0612071428571429,0.0544565217391304,0.060353164556962,0.0473622641509434,0.0349111111111111,0.0533323232323232,0.05127,0.0487179775280899,0.08318125,0.0718516483516484,0.0554907216494845,0.0435776595744681,0.0501870588235294,0.0586723404255319,0.0529855263157895,0.0544290697674419,0.0420028776978417,0.0417916666666667,0.0519924528301887,0.0480980952380952,0.0530552941176471,0.0567110169491525,0.0579798076923077,0.060037,0.0480421052631579,0.0552087378640777,0.0679892857142857,0.0477774193548387,0.0805808219178082,0.0753024390243902,0.0360181818181818
0.0365593023255814,0.0714806818181818,0.0668206896551724,0.056258024691358,0.0530487179487179,0.0359630630630631,0.0802818181818182,0.0601872549019608,0.055328,0.0529371134020619,0.0771123595505618,0.0706574257425743,0.0581255102040816,0.0455509615384615,0.0505775,0.0630673469387755,0.0551118421052632,0.0577163043478261,0.045,0.0449230769230769,0.0522626168224299,0.0501654205607477,0.0544759493670886,0.0571458333333333,0.0606855855855856,0.0626873786407767,0.0480181818181818,0.0635558823529412,0.0682948275862069,0.0621572463768116,0.0764886075949367,0.0565090909090909,0.0546991150442478
0.0348337209302326,0.0496282608695652,0.0544088709677419,0.0555253164556962,0.0704235294117647,0.034372268907563,0.0876115384615385,0.0584272727272727,0.0565365384615385,0.0865349056603774,0.0797675925925926,0.0638725490196078,0.070228431372549,0.0493919642857143,0.0505988888888889,0.0597938775510204,0.0526353658536585,0.0538989010989011,0.0467798701298701,0.048880198019802,0.0525578431372549,0.0530424778761062,0.0527232558139535,0.0573604651162791,0.0649270491803279,0.0635261261261261,0.0500816901408451,0.0795791666666667,0.0748728682170543,0.0631890510948905,0.078483950617284,0.0561152941176471,0.0654576576576577
0.051038202247191,0.0591711340206186,0.0732083969465649,0.0639683673469388,0.0687989247311828,0.0620607692307692,0.0928478260869565,0.0566412280701754,0.0635608333333333,0.0742051724137931,0.0591929292929293,0.057041592920354,0.0767943396226415,0.0473888888888889,0.0551480392156863,0.0586233009708738,0.0506705882352941,0.0525663366336634,0.0533782352941176,0.0465721739130435,0.0508480392156863,0.0578206349206349,0.0613514851485149,0.0578466666666667,0.06237734375,0.0669196850393701,0.0499904761904762,0.0558042016806723,0.0743070422535211,0.0818784482758621,0.0818149425287356,0.0565301075268817,0.044644
